movietitle,year
Vicky Cristina Barcelona,2009
The Kite Runner,2008
Bitch Slap,2010
The Avengers (2012),2012
Mr. Woodcock,2008
The Wolfman,2010
Torque,2004
Chloe,2010
Wilbur Wants to Kill Himself,2004
Fearless (Huo Jian Jia),2006
Ajami,2011
Clash of the Titans (2010),2010
Norbit,2007
Garfield: The Movie,2004
Jaan-E-Mann,2006
Heyy Babyy,2007
Les Choristes (The Chorus),2004
The Sorcerer's Apprentice,2010
A Mighty Heart,2007
Nine Lives,2006
Chugyeogja (The Chaser),2010
Back to 1942,2012
Le hérisson,2009
The X-Files: I Want to Believe,2008
Wesele,2004
Daratt,2007
The Darjeeling Limited,2007
Two Lovers,2009
Faubourg 36 (Paris 36),2009
My Super Ex-Girlfriend,2006
The Tempest,2011
Dream Home,2010
Hanamizuki,2010
Abrigate,2008
Underworld: Evolution,2006
Monster,2004
The Lucky One,2012
The Bucket List,2008
Daybreakers,2010
The Lion King (in 3D),2011
Letters from Iwo Jima,2007
Gake no ue no Ponyo (Ponyo on a Cliff),2009
Louise-Michel,2008
Eight Legged Freaks,2002
The Beaver,2011
From Hell,2002
We Need to Talk About Kevin,2011
Jatt & Juliet,2012
Matar a todos,2008
Sayonara itsuka,2010
Desert Flower,2010
Chicken Little,2005
Greenberg,2010
Halloween (2007),2007
Maaginen kristalli (The Magic Crystal),2011
The Other Guys,2010
Khon fai luk (Burn),2008
The Mothman Prophecies,2002
El Niño de barro,2007
Dus Kahaniyaan,2007
Mad Money,2009
Revolver,2009
Pandoranin kutusu,2010
Alvin and the Chipmunks: Chipwrecked,2011
The Return,2007
L'Adversaire,2003
Jodaeiye Nader az Simin (A Seperation),2011
State of Play,2009
Bride Wars,2009
Smokin' Aces,2007
The Bounty Hunter,2010
Le Skylab,2012
Monster-in-Law,2005
Paul,2011
Twelve,2010
"4 luni, 3 saptamâni si 2 zile (4 Months, 3 Weeks, 2 Days)",2007
Walk the Line,2006
The Social Network,2010
Road to Ninja: Naruto the Movie,2012
Ne te retourne pas,2012
La Bohème,2008
Timeline,2004
Los Abrazos rotos (Broken Embraces),2009
Resident Evil: Extinction,2007
Sex and the City 2,2010
Roman Polanski: Wanted and Desired,2010
Notes on a Scandal,2007
Chasseurs de dragons (Dragon Hunters),2008
Michael Jackson's This Is It,2009
Reno 911!: Miami,2007
The Unborn (2009),2009
Captain Corelli's Mandolin,2001
Wedding Crashers,2005
The Passion of the Christ,2004
Hei wong ji wong (Simply Actors),2007
Playing for Keeps,2012
House of Wax,2005
Etz Limon (Lemon Tree),2009
Bridesmaids,2011
L'Emmerdeur (2008),2010
The Spiderwick Chronicles,2008
À moi seule,2012
Primos (Cousinhood),2012
La Habitación de Fermat,2008
The House Bunny,2008
La Puta y la ballena,2004
Un secret (A Secret),2009
Chaos (2005),2008
Charlie Wilson's War,2008
Stay Alive,2006
Street Fighter: The Legend of Chun-Li,2009
Journey to the Center of the Earth,2008
State of Play,2009
Iron Maiden: Flight 666,2009
Red Tails,2012
The Soloist,2009
"Russland - Im Reich der Tiger, Bären und Vulkane",2011
Alle anderen,2009
Dear Frankie,2005
The Ex,2007
Cheaper by the Dozen,2004
L'Instinct de mort,2009
In the Valley of Elah,2008
Control (2007),2008
Is Anybody There?,2009
La Fille coupée en deux (A Girl Cut in Two),2008
La Pivellina,2010
Margot at the Wedding,2008
"Precious: Based on the Novel ""Push"" by Sapphire",2010
Twisted,2004
Les saveurs du Palais (Haute Cuisine),2012
Land of the Lost,2009
Piranha 3DD,2012
Salmon Fishing in the Yemen,2012
Bee Movie,2007
ParaNorman,2012
Wicker Park,2004
The Wrestler,2009
Akunin (Villain),2011
Lions for Lambs,2007
The Bourne Identity,2002
The Darkest Hour,2012
The Argentine (Che: Part One),2009
Big Fish,2004
The Woman in Black,2012
Fame (2009),2009
Happy Feet,2006
Enemy at the Gates,2001
Dungeons and Dragons: Wrath of the Dragon God,2005
Green Lantern,2011
Pineapple Express,2008
Basic,2003
Burlesque,2011
Çakal,2010
Machine Gun Preacher,2012
Love and Other Impossible Pursuits,2011
Soom (Breath),2008
Rumba,2008
Das Leben der Anderen (The Lives of Others),2007
La Tigre e la neve (The Tiger and the Snow),2006
Love in the Time of Cholera,2008
Cabin Fever,2003
127 Hours,2011
We Own the Night,2008
Argo,2012
Lady in the Water,2006
The Science of Sleep,2006
Black Dynamite,2010
About Schmidt,2003
La Finestra di fronte (Facing Windows),2005
Beastly,2011
Saved!,2004
No Reservations,2007
Leap Year,2010
Zathura,2006
The Sorcerer's Apprentice,2010
City by the Sea,2002
Gianni e le donne (The Salt of Life),2011
Inside Job,2011
Sans queue ni tête (Special Treatment),2010
I Think I Love My Wife,2007
Because of Winn-Dixie,2005
Just Go With It,2011
Le Rose del deserto,2009
Echelon Conspiracy,2007
My Little Princess,2011
The Polar Express,2004
Be Cool,2005
Rush Hour 3,2007
The Other Boleyn Girl,2008
La Turbulence des fluides,2004
Gothika,2004
The Three Burials of Melquiades Estrada,2006
Assault on Precinct 13,2005
Blanc comme neige,2010
Mindhunters,2004
The Grudge 3,2011
Fool and Final,2007
The Hottie & the Nottie,2008
Soul Kitchen,2011
Une Semaine sur deux,2009
Cache (Hidden),2006
De helaasheid der dingen,2010
An Unfinished Life,2005
Jack and Jill,2011
Manderlay,2005
The Sum of All Fears,2002
Wall Street: Money Never Sleeps,2010
När mörkret faller (When Darkness Falls),2008
Gosford Park,2002
Jeux d'enfants (Love Me If You Dare),2004
Memoria de mis putas tristes,2012
Herencia,2002
The Pink Panther 2,2009
Kirschblüten - Hanami (Cherry Blossoms),2010
Jesus Camp,2006
La Teta asustada,2009
The Kids Are All Right,2010
Toy Story 2 (3D),2010
Hoodwinked,2006
Knocked Up,2007
MIB 3,2012
Notes on a Scandal,2007
MIB 3,2012
The Curious Case of Benjamin Button,2009
The Infidel,2011
San wa (The Myth),2006
Kung Fu Panda 2,2011
Paranoid Park,2007
El Juego del ahorcado,2011
Vincent will meer,2010
Step Up Revolution,2012
The House Bunny,2008
Super Babies: Baby Geniuses 2,2004
The Wedding Date,2005
Dinner Rush,2003
MIB 3,2012
Shaun of the Dead,2004
Complices,2012
30 Minutes or Less,2011
Remember Me,2010
Efter brylluppet (After the Wedding),2007
The Darkest Hour,2012
Cellular,2004
House of Wax,2005
The Spy Next Door,2010
Baby Blues,2008
Exit Through the Gift Shop,2010
Cursed,2005
Heroes (2008),2008
A Matter of Size,2010
The Village,2004
Nowhere in Africa (Nirgendwo in Afrika),2003
Creation,2010
En fiende att dö för (An Enemy to Die For),2012
The Samsara,2002
300,2007
The Island,2005
Tannöd,2009
Zhan. gu (The Drummer),2007
Oranges and Sunshine,2011
27 Dresses,2008
Limitless,2011
Beowulf,2007
Halloween (2007),2008
Gulliver's Travels,2010
Die Nacht der lebenden Loser,2004
Click,2006
Date Night,2010
Connie and Carla,2004
Allez raconte!,2011
Drive Angry,2011
The Haunting of Molly Hartley,2011
Impostor,2002
Very Annie Mary,2002
Shortbus,2006
The Human Stain,2003
Tengo ganas de ti (I Want You),2012
S.S.D.,2008
Le gamin au vélo,2012
Immortel (ad vitam),2004
An Inconvenient Truth,2006
Reprise (2006),2007
Fish Tank,2010
The Twilight Saga: New Moon,2009
Battle in Seattle,2009
Run Fat Boy Run,2008
Open Season 2,2008
The Tall Man,2012
Tim Burton's Corpse Bride,2005
Hunky Dory,2012
MIB 3,2012
The Social Network,2010
Transsiberian,2008
The Long Weekend,2006
George A. Romero's Diary of the Dead,2008
Kruistocht in spijkerbroek,2009
Aquele Querido Mês de Agosto,2010
Bride Wars,2009
Closer,2005
Halloween (2007),2008
Bhool Bhulaiyaa,2007
Brooklyn's Finest,2010
Berlin Is in Germany,2001
Race to Witch Mountain,2009
The Hurt Locker,2009
Les amours imaginaires (Heartbeats),2011
Blade Runner: The Final Cut,2007
Iklimler (Cliimates),2007
Bulletproof Monk,2003
Flawless (2007),2007
Sinister,2012
The Hunger Games,2012
The Guru,2002
Silent Hill: Revelation 3D,2012
Letters to God,2010
Something's Gotta Give,2004
La horde,2010
24 Hour Party People,2005
Honey 2,2011
Pars: Kiraz operasyonu,2007
La Fabrique des sentiments,2008
"I, Robot",2004
Wer wenn nicht wir,2011
Charlie St. Cloud,2010
Seeking Justice,2011
Neil Young Journeys,2012
The Pianist,2003
Asesino en serio,2003
SeaFood,2011
J. Edgar,2012
White Chicks,2004
Larry Crowne,2011
Sky High,2005
Lage Raho Munna Bhai,2006
Dirty Dancing: Havana Nights,2004
Inkheart,2008
Jumper,2008
Cars,2006
Wild Child,2009
Arthur (2011),2011
"Precious: Based on the Novel ""Push"" by Sapphire",2010
Shutter (2004),2006
Cheri,2010
Bucky Larson: Born to Be a Star,2011
Vous n'avez encore rien vu (You Ain't Seen Nothin' Yet),2012
City of Ember,2009
The Texas Chainsaw Massacre,2004
Constantine,2005
Rogue,2009
Micmacs à tire-larigot,2010
Rambo,2008
2012,2009
Delirious,2008
Duplicity,2009
Underworld,2004
Boy s tenyu 3. Posledniy raund,2011
Blackout (2007),2008
Shrink,2009
Phone Booth,2003
300,2007
"10,000 B.C.",2008
The Eye of the Storm,2012
Hellboy II: The Golden Army,2009
My Way (2011),2011
True Grit,2011
Hana (More Than Flower),2007
While She Was Out,2009
Machine Gun Preacher,2011
Luther,2005
The Edge of Love,2008
A Knight's Tale,2001
The Life of David Gale,2003
Rivales,2008
Gabrielle,2005
Kamen Rider the Next,2007
What Happens in Vegas,2008
Saw V,2009
Iron Man 2,2010
Gantz,2011
Charlie Bartlett,2008
The Jungle Book 2,2003
Brokeback Mountain,2006
Ve stínu,2012
One Life,2011
La Vérité ou presque,2007
Coraline,2009
The Brave One,2007
U Me Aur Hum,2008
The Oranges,2012
Before the Rains,2009
Melinda and Melinda,2005
The Brave One,2007
Soul Power,2009
127 Hours,2011
The King's Speech,2011
Metoroporisu (Metropolis),2002
The Hunger Games,2012
Street Kings,2008
Breaking and Entering,2007
Stuart Little 2,2002
Last Holiday,2006
Noel,2004
Shade,2004
Tim Burton's The Nightmare Before Christmas in Disney Digital 3-D,2007
It's a Free World...,2008
The New Guy,2002
La conquête (The Conquest),2011
Wimbledon,2005
Big Miracle,2012
Quitting,2002
Date Movie,2006
Jeepers Creepers,2002
La León,2008
Metallica: Some Kind of Monster,2004
Step Up,2006
Frost/Nixon,2009
The Infidel,2011
I Think I Love My Wife,2007
No Reservations,2007
Bunny and the Bull (2009),2010
X Games 3D The Movie,2010
Pirates of the Caribbean: On Stranger Tides (3D),2011
The Apparition,2012
Will (2011),2012
Saw V,2009
Shortbus,2008
Engine Sentai Go-onger vs. Gekiranger,2009
Gosa (Death Bell),2010
"I Love You, Phillip Morris",2010
Connie and Carla,2004
Chernobyl Diaries,2012
Diary of a Wimpy Kid: Dog Days,2012
La Teta asustada,2010
Johnny English Reborn,2011
Half Nelson,2007
The Jacket,2005
De rouille et d'os (Rust and Bone),2012
Honey,2003
"Tomorrow, When the War Began",2011
Ce que mes yeux ont vu,2008
Spread,2009
The Matrix Revolutions,2003
You Kill Me,2007
Casa De Mi Padre,2012
One Day,2011
The Last Castle,2001
The Cave,2005
Direktøren for det hele (Boss of It All),2007
Don't Be Afraid of the Dark,2011
Buried,2010
One Way,2007
Roman Polanski: A Film Memoir,2012
Pandorum,2009
Avatar: Special Edition,2010
The Princess and the Frog,2009
El Abrazo partido (Lost Embrace),2004
Pere et Fils,2003
Khiladi 786,2012
Flyboys,2007
Walking Tall,2004
Mamma Mu och kråkan,2008
Pandorum,2009
Max Payne,2008
Paradies: Liebe,2012
Reeker,2006
It's All Gone Pete Tong,2005
11/11/2011,2012
Salvation Boulevard,2011
Inglourious Basterds,2009
Sunshine Cleaning,2010
Lara Croft: Tomb Raider,2001
Harry Potter and the Order of the Phoenix,2007
Force,2011
Love and Other Impossible Pursuits,2011
Prom,2011
Win Win,2011
Piranha 3D,2010
"Spring, Summer, Fall, Winter... and Spring (Bom yeoreum gaeul gyeoul geurigo bom)",2004
Lakeview Terrace,2008
XXY,2007
Old Dogs,2010
Cowboys & Aliens,2011
Just Go With It,2011
Prinzessin Lillifee und das kleine Einhorn,2012
The Good Thief,2003
War of the Worlds,2005
Breakin' All the Rules,2004
"Hjælp, jeg er en fisk (Help! I'm a Fish)",2002
Transporter 3,2008
Employee of the Month,2007
P.S. I Love You,2008
Meet Dave,2008
Le Petit lieutenant,2007
Ricky (2009),2009
Paranormal Activity 2,2010
Eurotrip,2004
Collateral Damage,2002
Barbara (2012),2012
Halloween (2007),2007
Arthur et la vengeance de Maltazard,2009
Targos Robados,2002
The Marine,2006
The Echo,2010
Big Stan,2008
Bachna Ae Haseeno,2008
Salmon Fishing in the Yemen,2012
It's a Free World...,2008
Lie With Me,2008
The Conspirator,2011
Safe (2012),2012
Bedazzled,2001
17 Again,2009
Onna ga kaidan wo agaru toki (When a Women Ascends the Stairs) (1960) (Re),2008
Last Night,2011
I Love You Beth Cooper,2009
Rango,2011
The Princess and the Frog,2010
Crank: High Voltage,2009
1408,2007
Act of Valor,2012
Harry Potter and the Chamber of Secrets,2002
Harry Potter and the Sorcerer's Stone,2002
Clash of the Titans (2010),2010
Love and Other Impossible Pursuits,2011
Box! (Bokkusu!),2010
Sahara,2005
Czech-Made Man,2011
Heroes (2008),2008
30 Minutes or Less,2011
Proof,2006
Flyboys,2007
25th Hour,2003
Warrior,2011
Wall Street: Money Never Sleeps,2010
¿Quién dice que es fácil?,2008
Smother,2009
Kokowääh,2011
Spider-Man 2,2004
My First Mister,2002
Brave Story,2007
300,2007
Eagle Eye,2008
Superman Returns,2006
Koma,2005
The Wolfman,2010
Sof Shavua B'Tel Aviv,2009
Vincent will meer,2010
The Motorcycle Diaries,2004
Celeste and Jesse Forever,2012
A Dangerous Method,2012
Dinner for Schmucks,2010
Like Minds,2007
The Three Musketeers (2011),2011
Kung Fu Hustle,2005
Dear John,2010
Made of Honor,2008
Young Adult,2012
L'Ultimo Bacio (The Last Kiss),2003
The Best Exotic Marigold Hotel,2012
Alpha Dog,2007
Reign of Fire,2002
Next,2007
Conviction,2011
The Santa Clause 3: The Escape Clause,2006
Napoleon Dynamite,2004
Hollywoodland,2007
Chelsea on the Rocks,2009
Outsourced,2008
Just Friends,2006
Shrek the Third,2007
Back to Normandy,2007
I Am Sam,2001
Tuya de hun shi (Tuya's Marriage),2007
Ladder 49,2005
Anna Karenina,2012
Mirror Mirror,2012
Blue Valentine,2011
God Tussi Great Ho,2008
Guerilla (Che: Part Two),2009
The Kite Runner,2008
Halloween (2007),2008
Outlander,2009
I Love You Man,2009
The Passion of the Christ,2004
The Bounty Hunter,2010
Piranha 3DD,2012
Sikgaek 2 (Le Grand Chef 2),2010
Match,2012
Nomad (The Warrior),2007
Rule Number One,2008
The Words,2012
Zettl,2012
Twentynine Palms,2004
Season of the Witch,2011
The Man Who Sued God,2001
Paul,2011
Cold Mountain,2004
Antapal (Gangster),2012
11/11/2011,2011
Obsessed,2009
Hadewijch,2010
Balibo,2010
Robin Hood,2010
Anvil! The Story of Anvil,2009
"10,000 B.C.",2008
Crank,2007
12,2008
Treasure Hunt,2011
La mer à boire,2012
The Life of David Gale,2003
Gekijouban Pokketo monsutâ Besuto wisshu 2012 (Pokemon: Best Wishes 2012),2012
Blades of Glory,2007
Mrs. Henderson Presents,2006
Friends with Benefits,2011
Meet the Fockers,2005
Sex and the City,2008
Water for Elephants,2011
Right at Your Door,2009
Coco Chanel & Igor Stravinsky,2009
Submarine,2011
Callas Forever,2007
Main Prem Ki Diwani Hoon,2003
Step Up 3-D,2010
Harsh Times,2009
P.S. I Love You,2008
Death Race,2008
Shark Bait (a.k.a. The Reef),2011
Mirror Mirror,2012
Fantastic Four: Rise of the Silver Surfer,2007
Notes on a Scandal,2007
Fantastic Four: Rise of the Silver Surfer,2007
Garfield: The Movie,2004
The Twilight Saga: Breaking Dawn Part 1,2011
Zombieland,2010
Nomad (The Warrior),2009
Ti voglio bene Eugenio,2002
A Dangerous Method,2012
Avatar,2009
Mr. & Mrs. Smith,2005
Budapeste,2009
One Day,2011
Meet Bill,2008
Revelation,2002
Final Destination 5,2011
The Holiday,2006
Under Control (2011),2011
Terumae romae,2012
Bobby,2007
Deuce Bigalow: European Gigolo,2005
A Scanner Darkly,2006
Looper,2012
Troy,2004
"Si jie (Lust, Caution)",2009
College Road Trip,2008
Sicko,2008
Lugar Donde Estuvo del Paraiso,2002
Robert Zimmermann wundert sich über die Liebe,2009
"Good Night, and Good Luck.",2006
Les femmes du 6ème étage,2012
Mirrors,2008
El Orfanato (The Orphanage),2008
Dead Silence,2007
Mega Mindy en de Snoepbaron,2011
Saw V,2008
Little Big Panda,2012
The Kids Are All Right,2011
Gwoemul (The Host),2006
Man jeuk (Sparrow),2008
LOL (Laughing Out Loud) ®,2009
Mr. Brooks,2007
Fame (2009),2009
The Messengers,2007
The Next Three Days,2010
The Words,2012
"Et maintenant, on va où? (Where Do We Go Now?)",2011
The Runaways,2010
Iberia,2007
2 Days In New York,2012
Hatchet 2,2012
Secretary,2003
Chinese Zodiac,2012
Sweet Land,2008
Just Married,2003
Road to Ninja: Naruto the Movie,2012
Vratné lahve,2008
13,2011
That's My Boy,2012
Salt,2010
Hit and Run,2012
Senna,2011
The Libertine,2006
La Planète blanche,2007
Michel Petrucciani,2011
Robert Mitchum est mort (Robert Mitchum is Dead),2011
Hævnen (In a Better World),2010
Amintiri din epoca de aur,2010
Ay Buyurken Uyuyamam,2012
Zookeeper,2011
Sa majesté Minor,2007
Tees Maar Khan,2010
"10,000 B.C.",2008
American Splendor,2005
Comme les autres,2009
Youth in Revolt,2010
"Big Mommas: Like Father, Like Son",2011
"Good Bye, Lenin!",2003
The Good Girl,2003
Two Lovers,2009
El Orfanato (The Orphanage),2008
Jaane Tu Ya Jaane Na,2008
Pecados de mi padre,2010
HappyThankYouMorePlease,2011
Dorian Gray,2011
The Sorcerer's Apprentice,2010
On a Clear Day,2005
Colombiana,2011
Harry Potter and the Prisoner of Azkaban,2004
My Name is Khan,2010
Cirque du Freak: The Vampire's Assistant,2009
The Men Who Stare at Goats,2010
Hulk,2003
Los ojos de Julia (Julia's Eyes),2012
Dark Tide,2012
Garfield's Pet Force,2010
Vicky Cristina Barcelona,2008
Argo,2012
The Bridesmaid,2006
Shi yue wei cheng (Bodyguards and Assassins),2009
De battre mon coeur s'est arrêté (The Beat That My Heart Skipped),2005
Sugar,2009
Santau,2009
"Kiss Kiss, Bang Bang",2006
Mujhse Shaadi Karogi,2004
Chronicle (2012),2012
A Home at the End of the World,2006
Arráncame la vida,2008
Shall We Dance,2005
Think Like a Man,2012
Lilo & Stitch,2002
Percy Jackson & The Olympians: The Lightning Thief,2010
Juan y Eva,2012
Toy Story 2 in 3D,2009
Café de Flore,2012
Welcome to Mooseport,2004
Se souvenir des belles choses,2002
Mujeogja (A Better Tomorrow),2011
Apollo 18,2011
The League of Extraordinary Gentlemen,2003
